loan_id,customer_id,product_code,branch_id,origination_date,current_balance,interest_rate,status,days_past_due,last_payment_date,next_payment_date,monthly_payment
LN-0002323,CUST-003517,PL-UNSEC,BR-022,2023-08-20,2232.79,12.1191,Delinquent-30,34,2025-08-08,2025-09-19,105.23
LN-0002324,CUST-004117,STUDENT,BR-016,2021-03-29,31342.43,7.3872,Active,0,2025-07-30,2025-09-19,572.3
LN-0002325,CUST-002018,PL-UNSEC,BR-011,2023-10-03,7415.98,10.115,Active,0,2025-08-14,2025-09-19,329.79
LN-0002326,CUST-001792,AUTO,BR-023,2024-07-05,39327.91,8.0099,Active,0,2025-08-09,2025-09-17,820.0
LN-0002327,CUST-002805,MTG-FIX,BR-024,2021-10-24,514775.48,4.7523,Active,0,2025-07-20,2025-09-20,3217.76
LN-0002328,CUST-000592,MTG-FIX,BR-024,2024-02-12,624882.16,4.7516,Active,0,2025-07-28,2025-09-20,3682.61
LN-0002329,CUST-000732,AUTO,BR-024,2019-01-17,6027.41,5.7584,Default,307,2025-08-12,2025-09-19,6056.33
LN-0002330,CUST-002203,MTG-FIX,BR-005,2020-07-17,375987.3,6.4902,Delinquent-60,85,2025-07-29,2025-09-17,2812.61
LN-0002331,CUST-003353,AUTO,BR-024,2021-02-16,11228.16,8.1064,Delinquent-30,57,2025-07-13,2025-09-15,701.36
LN-0002332,CUST-002840,LOC,BR-015,2022-10-24,2477.74,11.184,Active,0,2025-07-24,2025-09-20,107.75
LN-0002333,CUST-002333,AUTO,BR-021,2023-02-02,40852.92,8.1488,Active,0,2025-08-10,2025-09-17,1144.91
LN-0002334,CUST-001831,HELOC,BR-018,2021-07-30,69889.91,7.7637,Delinquent-30,31,2025-08-13,2025-09-19,1345.49
LN-0002335,CUST-002419,MTG-FIX,BR-008,2023-10-15,0,5.4535,Closed,0,2025-08-12,2025-09-20,0
LN-0002336,CUST-001588,STUDENT,BR-016,2020-02-17,10338.6,6.4378,Active,0,2025-07-15,2025-09-19,322.6
LN-0002337,CUST-004057,MTG-FIX,BR-022,2021-09-26,124755.87,5.0025,Active,0,2025-08-01,2025-09-17,798.97
LN-0002338,CUST-001047,MTG-FIX,BR-016,2020-05-25,98707.6,4.8217,Active,0,2025-07-14,2025-09-15,648.22
LN-0002339,CUST-003825,PL-UNSEC,BR-001,2024-10-13,2496.77,8.5918,Active,0,2025-07-24,2025-09-17,75.28
LN-0002340,CUST-004065,MTG-FIX,BR-013,2019-05-24,321358.09,5.5381,Default,361,2025-08-14,2025-09-18,2304.76
LN-0002341,CUST-003097,PL-UNSEC,BR-017,2025-03-21,0,9.1801,Closed,0,2025-08-13,2025-09-16,0
LN-0002342,CUST-000343,MTG-FIX,BR-012,2020-05-30,533323.66,5.5831,Active,0,2025-07-22,2025-09-19,3727.88
LN-0002343,CUST-001870,AUTO,BR-018,2025-06-23,25058.35,8.3899,Active,0,2025-07-26,2025-09-18,453.92
LN-0002344,CUST-000582,AUTO,BR-010,2023-10-29,8645.91,7.7146,Active,0,2025-07-31,2025-09-19,202.75
LN-0002345,CUST-003338,MTG-FIX,BR-023,2025-03-03,224649.81,5.4223,Restructured,16,2025-07-24,2025-09-18,1382.36
LN-0002346,CUST-002853,PL-UNSEC,BR-003,2024-01-08,14721.4,9.6723,Delinquent-90,111,2025-08-02,2025-09-18,589.43
LN-0002347,CUST-004042,AUTO,BR-005,2019-11-15,5411.18,7.2827,Delinquent-90,147,2025-08-05,2025-09-19,2730.24
LN-0002348,CUST-002211,STUDENT,BR-017,2020-07-06,19309.81,7.061,Active,0,2025-07-13,2025-09-15,393.93
LN-0002349,CUST-003868,AUTO,BR-011,2021-05-06,9469.88,6.8232,Delinquent-60,63,2025-07-20,2025-09-15,502.27
LN-0002350,CUST-001875,MTG-VAR,BR-025,2022-02-28,0,5.8284,Closed,0,2025-08-14,2025-09-17,0
LN-0002351,CUST-002993,MTG-FIX,BR-004,2024-10-23,416947.1,6.3306,Delinquent-60,73,2025-07-22,2025-09-20,2845.6
LN-0002352,CUST-003017,PL-UNSEC,BR-014,2021-08-09,1821.85,10.7381,Default,306,2025-07-14,2025-09-20,1838.15
LN-0002353,CUST-000496,PL-UNSEC,BR-016,2025-02-08,7800.87,13.279,Restructured,13,2025-07-29,2025-09-15,233.24
LN-0002354,CUST-001235,MTG-VAR,BR-020,2022-05-10,0,6.7999,Closed,0,2025-07-16,2025-09-20,0
LN-0002355,CUST-001094,STUDENT,BR-018,2019-08-08,9327.72,5.1088,Active,0,2025-08-03,2025-09-20,219.4
LN-0002356,CUST-003193,AUTO,BR-023,2022-01-08,29539.48,8.0864,Active,0,2025-07-19,2025-09-17,1161.18
LN-0002357,CUST-002823,AUTO,BR-018,2021-10-24,12736.23,8.0317,Active,0,2025-07-29,2025-09-17,535.35
LN-0002358,CUST-002299,PL-UNSEC,BR-023,2020-01-29,2153.64,14.1408,Active,0,2025-07-17,2025-09-17,2179.02
LN-0002359,CUST-000777,STUDENT,BR-011,2019-01-04,17454.06,6.675,Active,0,2025-08-12,2025-09-17,499.08
LN-0002360,CUST-001841,MTG-VAR,BR-006,2025-01-15,642979.35,6.7756,Active,0,2025-07-16,2025-09-20,4493.74
LN-0002361,CUST-004127,AUTO,BR-005,2019-02-07,3042.33,7.0637,Active,0,2025-07-23,2025-09-15,3060.24
LN-0002362,CUST-003591,MTG-FIX,BR-022,2024-11-18,353956.75,6.2009,Active,0,2025-07-12,2025-09-17,2354.48
LN-0002363,CUST-003237,PL-SEC,BR-022,2019-03-25,2967.52,11.2552,Active,0,2025-08-06,2025-09-17,2995.35
LN-0002364,CUST-001700,MTG-FIX,BR-020,2025-03-19,282980.52,4.5838,Active,0,2025-07-15,2025-09-20,1600.79
LN-0002365,CUST-000284,MTG-FIX,BR-002,2024-08-08,246588.91,4.6615,Default,346,2025-07-29,2025-09-16,1424.15
LN-0002366,CUST-002377,PL-SEC,BR-021,2023-03-18,12777.71,11.9237,Active,0,2025-07-19,2025-09-16,480.95
LN-0002367,CUST-003498,MTG-VAR,BR-013,2020-09-15,0,6.1499,Closed,0,2025-08-08,2025-09-16,0
LN-0002368,CUST-002146,PL-SEC,BR-017,2019-09-04,1125.28,8.9473,Delinquent-30,43,2025-08-02,2025-09-15,1133.67
LN-0002369,CUST-002359,PL-UNSEC,BR-008,2020-07-03,2925.98,10.3035,Active,0,2025-08-13,2025-09-16,3339.61
LN-0002370,CUST-002083,PL-UNSEC,BR-003,2020-12-28,3301.1,10.2797,Active,0,2025-08-04,2025-09-17,3329.38
LN-0002371,CUST-000250,PL-UNSEC,BR-015,2020-12-03,1974.91,10.9366,Active,0,2025-07-22,2025-09-20,1992.91
LN-0002372,CUST-001399,MTG-FIX,BR-025,2021-03-26,456911.29,5.4992,Active,0,2025-07-29,2025-09-16,3100.79
LN-0002373,CUST-002902,PL-UNSEC,BR-015,2024-09-10,21878.26,14.353,Delinquent-30,55,2025-07-18,2025-09-17,735.24
LN-0002374,CUST-001114,LOC,BR-020,2023-09-05,20098.88,8.3312,Delinquent-60,70,2025-07-20,2025-09-15,632.9
LN-0002375,CUST-004144,MTG-FIX,BR-002,2020-11-22,253459.41,5.9837,Active,0,2025-08-13,2025-09-18,1805.71
LN-0002376,CUST-002920,PL-UNSEC,BR-008,2021-08-08,1613.51,11.0544,Active,0,2025-08-06,2025-09-16,1628.37
LN-0002377,CUST-000167,STUDENT,BR-025,2022-03-23,23537.47,6.2938,Delinquent-60,80,2025-07-23,2025-09-19,364.69
LN-0002378,CUST-000859,PL-UNSEC,BR-002,2020-03-09,1190.64,8.6803,Active,0,2025-07-28,2025-09-15,1199.25
LN-0002379,CUST-003232,HELOC,BR-017,2025-05-15,46230.36,6.1793,Active,0,2025-07-26,2025-09-18,527.03
LN-0002380,CUST-002394,MTG-VAR,BR-004,2022-04-18,456759.86,6.1978,Active,0,2025-07-15,2025-09-18,3202.48
LN-0002381,CUST-002311,MTG-FIX,BR-007,2024-10-17,438324.87,5.5021,Active,0,2025-08-10,2025-09-15,2735.73
LN-0002382,CUST-003431,AUTO,BR-002,2023-06-10,29199.91,7.9799,Active,0,2025-07-29,2025-09-20,752.95
LN-0002383,CUST-002193,MTG-FIX,BR-017,2024-11-13,129777.3,5.1302,Active,0,2025-07-20,2025-09-15,780.31
LN-0002384,CUST-002833,MTG-FIX,BR-020,2023-01-05,0,5.2334,Closed,0,2025-07-14,2025-09-17,0
LN-0002385,CUST-004010,PL-UNSEC,BR-021,2019-05-04,512.92,10.1507,Active,0,2025-07-31,2025-09-20,517.26
LN-0002386,CUST-003693,HELOC,BR-013,2019-06-13,64724.27,7.0425,Active,0,2025-07-15,2025-09-15,1640.78
LN-0002387,CUST-000166,MTG-FIX,BR-004,2021-10-24,99967.81,5.4403,Delinquent-30,42,2025-07-30,2025-09-17,663.54
LN-0002388,CUST-004148,PL-SEC,BR-015,2022-02-12,12859.79,7.1585,Active,0,2025-07-13,2025-09-18,797.72
LN-0002389,CUST-000575,PL-UNSEC,BR-009,2020-02-18,0,11.791,Closed,0,2025-07-14,2025-09-17,0
LN-0002390,CUST-000547,AUTO,BR-025,2023-09-15,0,8.6952,Closed,0,2025-07-13,2025-09-16,0
LN-0002391,CUST-003313,AUTO,BR-017,2024-12-27,33667.49,8.6913,Delinquent-30,48,2025-07-20,2025-09-20,659.23
LN-0002392,CUST-001016,MTG-VAR,BR-019,2022-10-03,547412.51,5.3866,Restructured,14,2025-07-12,2025-09-19,3536.48
LN-0002393,CUST-002227,HELOC,BR-015,2021-11-12,59606.94,7.775,Active,0,2025-07-16,2025-09-20,1016.53
LN-0002394,CUST-001322,MTG-VAR,BR-018,2020-05-18,107015.44,5.8456,Delinquent-90,167,2025-08-05,2025-09-16,763.98
LN-0002395,CUST-001223,AUTO,BR-021,2024-02-01,46266.75,8.0992,Active,0,2025-07-23,2025-09-15,1041.29
LN-0002396,CUST-001994,LOC,BR-003,2022-08-10,19517.67,9.7268,Active,0,2025-08-05,2025-09-18,933.58
LN-0002397,CUST-002653,LOC,BR-013,2020-08-08,1804.48,11.0697,Restructured,3,2025-08-14,2025-09-18,1821.13
LN-0002398,CUST-000816,MTG-FIX,BR-013,2019-03-24,0,6.426,Closed,0,2025-07-12,2025-09-16,0
LN-0002399,CUST-003523,PL-UNSEC,BR-011,2019-01-03,1688.01,14.939,Delinquent-30,48,2025-07-11,2025-09-15,1709.02
LN-0002400,CUST-003336,MTG-FIX,BR-005,2024-02-22,203670.23,5.9414,Active,0,2025-08-10,2025-09-15,1341.65
LN-0002401,CUST-003449,STUDENT,BR-016,2022-11-25,14809.66,7.3276,Active,0,2025-08-03,2025-09-19,219.93
LN-0002402,CUST-000881,MTG-FIX,BR-023,2024-03-29,780814.53,5.5247,Active,0,2025-08-04,2025-09-17,4941.68
LN-0002403,CUST-000455,MTG-VAR,BR-015,2021-08-31,0,6.4031,Closed,0,2025-08-06,2025-09-18,0
LN-0002404,CUST-001833,HELOC,BR-024,2021-08-17,118231.15,6.4469,Active,0,2025-07-27,2025-09-19,2007.38
LN-0002405,CUST-003634,HELOC,BR-012,2025-03-19,268333.86,6.5994,Active,0,2025-07-26,2025-09-20,3154.65
LN-0002406,CUST-003060,MTG-VAR,BR-013,2019-05-04,248924.64,6.9858,Active,0,2025-07-30,2025-09-15,1996.17
LN-0002407,CUST-001420,AUTO,BR-013,2021-02-21,7336.39,7.8577,Active,0,2025-07-24,2025-09-16,457.43
LN-0002408,CUST-003660,AUTO,BR-019,2019-05-24,3429.74,6.1548,Active,0,2025-08-06,2025-09-16,3447.33
LN-0002409,CUST-000542,MTG-FIX,BR-023,2019-10-02,525677.09,4.8453,Active,0,2025-07-22,2025-09-15,3531.8
LN-0002410,CUST-001045,MTG-FIX,BR-025,2023-06-13,244545.03,5.2534,Delinquent-30,52,2025-08-05,2025-09-19,1536.97
LN-0002411,CUST-000357,HELOC,BR-015,2019-01-10,15486.68,7.3201,Restructured,19,2025-08-02,2025-09-15,437.49
LN-0002412,CUST-000117,PL-UNSEC,BR-017,2020-05-04,2736.58,14.3126,Delinquent-30,45,2025-07-11,2025-09-19,2769.22
LN-0002413,CUST-000921,AUTO,BR-013,2024-09-11,9067.09,5.9226,Active,0,2025-07-18,2025-09-18,172.5
LN-0002414,CUST-003399,STUDENT,BR-001,2023-11-05,34646.76,6.0696,Active,0,2025-07-28,2025-09-20,449.24
LN-0002415,CUST-001221,LOC,BR-017,2022-04-05,0,12.314,Closed,0,2025-07-28,2025-09-20,0
LN-0002416,CUST-000614,LOC,BR-001,2021-12-31,8485.9,11.6179,Active,0,2025-07-22,2025-09-16,575.07
LN-0002417,CUST-004023,LOC,BR-001,2021-11-29,9561.89,9.3472,Active,0,2025-08-08,2025-09-16,677.9
LN-0002418,CUST-003159,MTG-VAR,BR-024,2021-08-21,549351.26,6.1396,Active,0,2025-07-14,2025-09-15,3891.7
LN-0002419,CUST-000771,PL-SEC,BR-004,2020-06-17,3384.09,11.2351,Delinquent-30,34,2025-07-31,2025-09-17,3415.77
LN-0002420,CUST-004129,LOC,BR-008,2023-01-27,11899.52,9.103,Delinquent-60,83,2025-08-01,2025-09-19,458.66
LN-0002421,CUST-001409,MTG-VAR,BR-020,2022-02-17,488913.75,6.3507,Active,0,2025-08-12,2025-09-15,3485.04
LN-0002422,CUST-001426,MTG-VAR,BR-008,2023-08-26,504303.37,6.9037,Active,0,2025-08-08,2025-09-19,3650.79
LN-0002423,CUST-001100,LOC,BR-015,2022-11-11,19687.93,10.6739,Delinquent-30,47,2025-08-14,2025-09-16,851.51
LN-0002424,CUST-002989,HELOC,BR-004,2022-04-28,72264.46,8.2854,Active,0,2025-07-14,2025-09-15,1178.67
LN-0002425,CUST-003498,STUDENT,BR-019,2019-10-27,2827.52,4.7594,Active,0,2025-08-05,2025-09-15,63.61
LN-0002426,CUST-000504,AUTO,BR-018,2021-11-18,12808.98,7.7606,Active,0,2025-08-02,2025-09-18,536.82
LN-0002427,CUST-001544,MTG-FIX,BR-005,2020-12-11,297390.54,6.0847,Delinquent-60,75,2025-08-10,2025-09-16,2131.59
LN-0002428,CUST-002778,MTG-VAR,BR-004,2021-12-16,142520.49,6.7701,Active,0,2025-07-29,2025-09-16,1055.49
LN-0002429,CUST-003246,PL-SEC,BR-017,2020-02-13,4295.12,8.4099,Active,0,2025-08-09,2025-09-18,4325.22
LN-0002430,CUST-004121,LOC,BR-025,2022-03-14,9105.88,12.0011,Delinquent-30,58,2025-07-24,2025-09-20,454.24
LN-0002431,CUST-002599,HELOC,BR-003,2021-09-28,0,6.4441,Closed,0,2025-08-11,2025-09-17,0
LN-0002432,CUST-004234,LOC,BR-023,2022-04-02,7060.48,12.4358,Active,0,2025-07-14,2025-09-17,411.3
LN-0002433,CUST-002747,HELOC,BR-008,2022-08-26,132296.88,6.7264,Delinquent-90,107,2025-07-27,2025-09-19,1979.07
LN-0002434,CUST-003106,STUDENT,BR-025,2022-02-24,18808.19,5.7302,Active,0,2025-07-20,2025-09-18,289.39
LN-0002435,CUST-001011,STUDENT,BR-001,2025-05-24,9221.6,5.6754,Active,0,2025-07-18,2025-09-20,102.81
LN-0002436,CUST-000351,MTG-FIX,BR-004,2023-09-01,434388.88,5.2902,Active,0,2025-08-04,2025-09-15,2723.99
LN-0002437,CUST-002236,AUTO,BR-006,2024-09-25,8644.51,7.9961,Active,0,2025-07-23,2025-09-16,172.93
LN-0002438,CUST-002829,HELOC,BR-004,2023-06-03,95634.95,7.7594,Delinquent-90,156,2025-07-11,2025-09-16,1371.56
LN-0002439,CUST-003666,AUTO,BR-015,2021-06-08,18851.89,6.3961,Active,0,2025-07-19,2025-09-17,951.28
LN-0002440,CUST-000755,MTG-FIX,BR-016,2022-10-03,358092.51,5.4642,Active,0,2025-07-31,2025-09-16,2329.43
LN-0002441,CUST-002165,LOC,BR-023,2024-09-19,4439.62,11.4424,Active,0,2025-07-31,2025-09-20,113.84
LN-0002442,CUST-001887,STUDENT,BR-014,2024-04-27,11896.94,6.9564,Active,0,2025-07-14,2025-09-20,152.64
LN-0002443,CUST-002969,AUTO,BR-015,2021-06-12,5303.06,8.1501,Delinquent-30,57,2025-07-14,2025-09-20,271.82
LN-0002444,CUST-001835,PL-SEC,BR-015,2019-02-13,2289.49,9.8012,Active,0,2025-07-12,2025-09-18,2308.19
LN-0002445,CUST-001938,PL-UNSEC,BR-019,2019-10-22,726.4,10.9627,Delinquent-30,52,2025-08-11,2025-09-19,733.04
LN-0002446,CUST-003285,MTG-VAR,BR-002,2022-05-06,219747.57,6.1602,Active,0,2025-08-04,2025-09-18,1532.99
LN-0002447,CUST-000455,PL-SEC,BR-017,2019-08-09,0,7.3861,Closed,0,2025-08-09,2025-09-18,0
LN-0002448,CUST-001312,MTG-FIX,BR-021,2021-03-11,550425.83,5.8757,Delinquent-30,50,2025-07-17,2025-09-16,3854.12
LN-0002449,CUST-000303,LOC,BR-006,2025-02-06,19846.25,9.8041,Active,0,2025-07-18,2025-09-18,456.01
LN-0002450,CUST-002026,PL-SEC,BR-023,2020-01-29,1742.61,10.519,Delinquent-30,56,2025-08-12,2025-09-16,1757.89
LN-0002451,CUST-002353,PL-UNSEC,BR-016,2021-03-09,1497.97,10.2018,Active,0,2025-07-16,2025-09-16,1510.7
LN-0002452,CUST-003875,HELOC,BR-012,2024-11-25,88614.38,7.751,Restructured,25,2025-07-23,2025-09-19,1120.89
LN-0002453,CUST-001240,MTG-VAR,BR-025,2023-01-20,514867.71,6.3816,Active,0,2025-08-13,2025-09-17,3603.13
LN-0002454,CUST-001589,LOC,BR-020,2023-01-01,20558.42,10.2158,Delinquent-30,49,2025-07-12,2025-09-16,828.32
LN-0002455,CUST-001237,AUTO,BR-025,2022-06-22,27984.97,7.2459,Active,0,2025-08-13,2025-09-15,912.94
LN-0002456,CUST-002873,MTG-FIX,BR-022,2019-07-21,0,4.5982,Closed,0,2025-08-04,2025-09-20,0
LN-0002457,CUST-002130,MTG-VAR,BR-014,2020-03-21,75545.3,6.809,Active,0,2025-08-14,2025-09-15,584.06
LN-0002458,CUST-001797,MTG-FIX,BR-015,2025-02-22,764084.09,5.2539,Delinquent-30,55,2025-07-28,2025-09-17,4625.88
LN-0002459,CUST-000938,HELOC,BR-001,2024-05-18,140718.47,8.1515,Active,0,2025-07-17,2025-09-16,1878.82
LN-0002460,CUST-000032,MTG-FIX,BR-005,2024-08-04,223236.07,6.4739,Default,254,2025-08-05,2025-09-17,1531.24
LN-0002461,CUST-003357,PL-UNSEC,BR-019,2025-04-27,0,12.3686,Closed,0,2025-08-03,2025-09-18,0
LN-0002462,CUST-003615,AUTO,BR-015,2025-03-30,14110.98,8.1298,Active,0,2025-07-19,2025-09-15,262.72
LN-0002463,CUST-003198,PL-UNSEC,BR-014,2023-01-23,5797.45,10.0908,Active,0,2025-07-28,2025-09-17,367.41
LN-0002464,CUST-003641,MTG-FIX,BR-003,2024-05-09,385008.34,5.0553,Active,0,2025-08-13,2025-09-20,2327.15
LN-0002465,CUST-001040,PL-UNSEC,BR-020,2025-04-24,24794.81,11.549,Active,0,2025-08-10,2025-09-16,693.9
LN-0002466,CUST-000551,MTG-FIX,BR-010,2019-02-20,207676.15,5.2014,Active,0,2025-07-22,2025-09-18,1462.47
LN-0002467,CUST-001657,LOC,BR-007,2024-04-06,6700.88,8.1737,Active,0,2025-07-24,2025-09-20,180.29
LN-0002468,CUST-000001,LOC,BR-016,2025-01-27,5257.03,9.4798,Active,0,2025-08-08,2025-09-20,121.78
LN-0002469,CUST-003841,PL-UNSEC,BR-019,2025-03-11,5674.02,13.0601,Active,0,2025-08-08,2025-09-17,165.93
LN-0002470,CUST-000453,AUTO,BR-012,2023-04-26,21739.36,7.4923,Active,0,2025-07-21,2025-09-17,566.58
LN-0002471,CUST-003316,PL-SEC,BR-015,2019-04-22,3366.78,6.9049,Active,0,2025-07-21,2025-09-17,3386.66
LN-0002472,CUST-003624,AUTO,BR-021,2022-05-31,22529.12,8.0824,Active,0,2025-08-09,2025-09-16,763.67
LN-0002473,CUST-001643,MTG-VAR,BR-007,2025-03-15,351094.84,5.0686,Delinquent-30,46,2025-07-30,2025-09-19,2083.99
LN-0002474,CUST-001556,PL-SEC,BR-020,2024-11-06,11376.39,10.0961,Active,0,2025-08-06,2025-09-16,275.26
LN-0002475,CUST-002733,HELOC,BR-019,2022-07-24,84787.89,6.6058,Active,0,2025-08-13,2025-09-15,1275.38
LN-0002476,CUST-000290,LOC,BR-007,2025-06-07,11404.88,7.9224,Active,0,2025-07-26,2025-09-18,237.32
LN-0002477,CUST-003390,MTG-FIX,BR-013,2023-10-08,616418.69,6.0259,Active,0,2025-07-31,2025-09-18,4125.54
LN-0002478,CUST-003621,HELOC,BR-022,2024-01-13,200989.11,7.8375,Active,0,2025-07-20,2025-09-16,2724.25
LN-0002479,CUST-001240,MTG-FIX,BR-016,2024-12-23,518323.1,5.9748,Active,0,2025-07-19,2025-09-20,3371.34
LN-0002480,CUST-003825,AUTO,BR-008,2019-07-10,4590.65,6.0352,Active,0,2025-08-10,2025-09-19,4613.74
LN-0002481,CUST-003609,MTG-FIX,BR-002,2020-04-14,122187.37,5.7704,Active,0,2025-07-23,2025-09-19,869.04
LN-0002482,CUST-003150,MTG-FIX,BR-010,2025-03-18,474202.94,4.7602,Active,0,2025-07-17,2025-09-15,2730.24
LN-0002483,CUST-002400,AUTO,BR-006,2024-09-04,53236.1,8.7211,Delinquent-30,50,2025-07-29,2025-09-15,1097.9
LN-0002484,CUST-003334,MTG-VAR,BR-008,2024-06-07,104843.46,6.4591,Delinquent-30,32,2025-08-08,2025-09-20,720.31
LN-0002485,CUST-003418,PL-SEC,BR-006,2023-01-02,6621.19,11.5359,Active,0,2025-08-09,2025-09-17,270.85
LN-0002486,CUST-004105,PL-UNSEC,BR-013,2020-03-24,2547.92,8.831,Active,0,2025-08-09,2025-09-19,2566.67
LN-0002487,CUST-002989,STUDENT,BR-013,2019-03-14,5508.66,6.1935,Active,0,2025-08-11,2025-09-16,146.22
LN-0002488,CUST-003707,MTG-VAR,BR-025,2023-02-23,333891.52,5.5775,Restructured,14,2025-08-11,2025-09-18,2104.89
LN-0002489,CUST-004142,LOC,BR-015,2024-08-02,32930.72,10.6944,Active,0,2025-07-18,2025-09-16,860.68
LN-0002490,CUST-002069,LOC,BR-014,2024-07-24,7365.98,9.6215,Active,0,2025-08-03,2025-09-18,188.72
LN-0002491,CUST-002342,MTG-VAR,BR-003,2021-01-29,267797.59,5.5679,Active,0,2025-08-13,2025-09-18,1831.86
LN-0002492,CUST-001107,PL-SEC,BR-007,2021-06-16,6569.78,11.089,Active,0,2025-07-11,2025-09-20,764.12
LN-0002493,CUST-003981,PL-UNSEC,BR-022,2022-08-25,5442.54,10.531,Active,0,2025-07-18,2025-09-15,479.83
LN-0002494,CUST-000708,MTG-FIX,BR-014,2019-01-14,420538.16,5.3707,Default,219,2025-07-23,2025-09-15,3008.56
LN-0002495,CUST-001086,PL-SEC,BR-005,2020-05-18,3789.79,8.8004,Active,0,2025-07-17,2025-09-17,3817.58
LN-0002496,CUST-003594,LOC,BR-003,2024-08-23,0,10.0528,Closed,0,2025-07-19,2025-09-15,0
LN-0002497,CUST-002028,MTG-FIX,BR-014,2021-01-25,435071.44,4.9238,Active,0,2025-07-29,2025-09-18,2825.54
LN-0002498,CUST-003153,MTG-FIX,BR-023,2023-11-15,632787.75,5.1715,Active,0,2025-08-08,2025-09-20,3902.8
LN-0002499,CUST-003304,HELOC,BR-009,2022-03-31,64998.6,7.5264,Restructured,20,2025-07-11,2025-09-20,1045.89
LN-0002500,CUST-001530,PL-SEC,BR-003,2022-09-15,0,10.2457,Closed,0,2025-08-12,2025-09-15,0
LN-0002501,CUST-001636,MTG-VAR,BR-011,2020-03-15,278854.34,6.1937,Active,0,2025-07-13,2025-09-17,2055.51
LN-0002502,CUST-000478,PL-UNSEC,BR-020,2019-03-06,524.87,11.1183,Active,0,2025-08-06,2025-09-15,529.73
LN-0002503,CUST-000773,MTG-FIX,BR-008,2023-02-05,0,4.6439,Closed,0,2025-08-03,2025-09-18,0
LN-0002504,CUST-002374,MTG-VAR,BR-005,2019-03-30,317757.77,6.5498,Delinquent-60,87,2025-07-11,2025-09-17,2472.98
LN-0002505,CUST-001200,HELOC,BR-004,2024-07-18,137737.45,7.5128,Active,0,2025-07-27,2025-09-18,1770.09
LN-0002506,CUST-004067,STUDENT,BR-005,2020-05-28,0,5.8528,Closed,0,2025-07-31,2025-09-19,0
LN-0002507,CUST-001757,PL-SEC,BR-003,2024-05-10,25915.79,7.9197,Active,0,2025-07-19,2025-09-20,667.54
LN-0002508,CUST-003715,PL-UNSEC,BR-009,2020-04-10,0,11.3764,Closed,0,2025-07-12,2025-09-19,0
LN-0002509,CUST-000325,PL-UNSEC,BR-021,2020-09-27,291.82,8.8383,Active,0,2025-08-14,2025-09-20,293.97
LN-0002510,CUST-003784,MTG-FIX,BR-004,2022-08-29,607603.04,5.3978,Active,0,2025-07-31,2025-09-15,3937.0
LN-0002511,CUST-002431,LOC,BR-022,2021-04-28,1488.46,10.3745,Delinquent-30,35,2025-07-31,2025-09-15,193.37
LN-0002512,CUST-000427,STUDENT,BR-021,2022-04-09,11235.99,4.2986,Default,333,2025-07-30,2025-09-17,163.55
LN-0002513,CUST-002995,PL-UNSEC,BR-011,2023-10-22,4683.3,11.1721,Active,0,2025-07-17,2025-09-16,203.64
LN-0002514,CUST-001187,AUTO,BR-003,2024-08-09,46794.85,8.8926,Active,0,2025-07-21,2025-09-18,968.95
LN-0002515,CUST-002168,PL-UNSEC,BR-002,2019-01-10,988.05,9.8616,Active,0,2025-07-25,2025-09-16,996.17
LN-0002516,CUST-000447,MTG-FIX,BR-013,2021-03-29,594939.62,6.3372,Active,0,2025-08-03,2025-09-16,4317.34
LN-0002517,CUST-000523,PL-SEC,BR-023,2021-07-17,2277.52,8.8957,Delinquent-60,77,2025-08-09,2025-09-16,237.14
LN-0002518,CUST-000096,HELOC,BR-025,2021-10-21,22256.19,7.906,Active,0,2025-08-06,2025-09-15,385.03
LN-0002519,CUST-001955,PL-UNSEC,BR-009,2023-01-06,2105.43,11.2118,Delinquent-60,71,2025-07-16,2025-09-19,142.28
LN-0002520,CUST-002416,MTG-FIX,BR-012,2024-11-29,659185.91,5.2527,Active,0,2025-07-28,2025-09-17,4010.6
LN-0002521,CUST-004041,LOC,BR-013,2019-06-29,1974.7,7.9273,Active,0,2025-07-15,2025-09-19,1987.75
LN-0002522,CUST-000868,STUDENT,BR-004,2024-11-16,0,6.4997,Closed,0,2025-07-22,2025-09-17,0
LN-0002523,CUST-001671,MTG-FIX,BR-024,2022-04-14,534899.88,5.5015,Active,0,2025-08-14,2025-09-17,3532.75
LN-0002524,CUST-000041,HELOC,BR-001,2019-01-03,63024.34,7.0057,Active,0,2025-08-14,2025-09-19,1811.65
LN-0002525,CUST-000302,LOC,BR-022,2023-07-10,0,7.9467,Closed,0,2025-08-03,2025-09-19,0
LN-0002526,CUST-003457,MTG-FIX,BR-001,2024-11-09,493279.55,5.8,Active,0,2025-07-18,2025-09-18,3161.34
LN-0002527,CUST-000616,MTG-FIX,BR-009,2022-07-23,246596.47,4.7598,Active,0,2025-07-15,2025-09-19,1511.92
LN-0002528,CUST-002251,MTG-FIX,BR-008,2019-10-13,0,5.007,Closed,0,2025-07-24,2025-09-19,0
LN-0002529,CUST-004248,STUDENT,BR-021,2022-04-18,6803.82,4.2565,Restructured,1,2025-07-14,2025-09-16,98.91
LN-0002530,CUST-002661,PL-SEC,BR-008,2023-09-27,0,7.7343,Closed,0,2025-07-18,2025-09-16,0
LN-0002531,CUST-000854,MTG-FIX,BR-022,2022-07-12,85149.16,4.5675,Active,0,2025-08-01,2025-09-16,514.11
